"Time of Day","Lap","LeadLap","Lap Tm","Speed","S1","S1 Tm","S2","S2 Tm","S3","S3 Tm","SPT","SPT Tm"
91 - Eduardo Barrichello - Stock Car PRO 2024
"15:39:59.045","3","3","1:30.066","153,288","0,0","32.599","0,0","38.851","0,0","18.616","254,7","0.424"
"15:41:27.984","4","4","1:28.939","155,230","0,0","32.999","0,0","37.809","0,0","18.131","249,4","0.433"
"15:42:56.710","5","5","1:28.726","155,603","0,0","33.002","0,0","37.639","0,0","18.085","250,6","0.431"
"15:44:25.334","6","6","1:28.624","155,782","0,0","32.821","0,0","37.681","0,0","18.122","251,2","0.430"
"15:45:54.379","7","7","1:29.045","155,045","0,0","33.203","0,0","37.737","0,0","18.105","251,2","0.430"
"15:47:22.836","8","8","1:28.457","156,076","0,0","32.938","0,0","37.387","0,0","18.132","254,1","0.425"
"15:48:51.459","9","9","1:28.623","155,783","0,0","32.818","0,0","37.669","0,0","18.136","251,2","0.430"
"15:50:20.112","10","10","1:28.653","155,731","0,0","33.086","0,0","37.456","0,0","18.111","250,0","0.432"
"15:51:48.217","11","11","1:28.105","156,699","0,0","32.825","0,0","37.200","0,0","18.080","248,8","0.434"
"15:53:16.654","12","12","1:28.437","156,111","0,0","32.904","0,0","37.476","0,0","18.057","249,4","0.433"
"15:54:44.673","13","13","1:28.019","156,852","0,0","32.805","0,0","37.193","0,0","18.021","249,4","0.433"
"15:56:13.135","14","14","1:28.462","156,067","0,0","32.874","0,0","37.452","0,0","18.136","248,8","0.434"
"15:58:15.074","15","15","2:01.939","113,221","0,0","33.038","0,0","37.342","","","248,3","0.435"
"15:59:51.010","16","16","1:35.936","143,908","","","0,0","37.299","0,0","18.061","188,2","0.574"
"16:01:20.360","17","17","1:29.350","154,516","0,0","32.942","0,0","37.302","0,0","19.106","251,2","0.430"
"16:02:48.498","18","18","1:28.138","156,641","0,0","32.980","0,0","37.072","0,0","18.086","251,2","0.430"
"16:04:17.046","19","19","1:28.548","155,915","0,0","32.804","0,0","37.536","0,0","18.208","251,7","0.429"
"16:05:45.925","20","20","1:28.879","155,335","0,0","32.905","0,0","37.473","0,0","18.501","249,4","0.433"
"16:07:14.423","21","21","1:28.498","156,004","0,0","33.088","0,0","37.333","0,0","18.077","244,3","0.442"
88 - Felipe Fraga - Stock Car PRO 2024
"15:36:54.833","1","1","1:32.638","149,032","0,0","35.813","0,0","38.202","0,0","18.623","209,3","0.516"
"15:38:24.759","2","2","1:29.926","153,526","0,0","33.081","0,0","38.075","0,0","18.770","242,7","0.445"
"15:39:54.649","3","3","1:29.890","153,588","0,0","33.905","0,0","37.885","0,0","18.100","241,1","0.448"
"15:41:23.457","4","4","1:28.808","155,459","0,0","32.799","0,0","37.769","0,0","18.240","248,8","0.434"
"15:42:52.322","5","5","1:28.865","155,359","0,0","32.942","0,0","37.827","0,0","18.096","252,3","0.428"
"15:44:20.683","6","6","1:28.361","156,245","0,0","32.720","0,0","37.599","0,0","18.042","246,6","0.438"
